#Solid temperature at x [m] from FDM
#time [s]	x=2.5	x=5	x=7.5	x=10
18360.0	414.6762288535591	460.0794907587125	505.28350574957983	548.5836477733006
18420.0	414.6793907284048	460.08817595076175	505.30136314071655	548.6152972866385
18480.0	414.68249152197615	460.0966943037069	505.3188834787052	548.6463662814682
18540.0	414.6855324123734	460.1050490318364	505.3360730602938	548.676865132364
18600.0	414.6885146011743	460.11324327795586	505.35293806676094	548.7068040367324
18660.0	414.69143920511414	460.12128015199596	505.3694845659045	548.7361930169412
18720.0	414.69430735910566	460.1291626692265	505.3857185141119	548.7650419243093
18780.0	414.69712017470096	460.13689381000637	505.4016457582934	548.7933604395764
18840.0	414.6998787110563	460.1444764927032	505.4172720397049	548.8211580778482
18900.0	414.70258404518484	460.1519135663407	505.4326029954604	548.8484441900898
18960.0	414.70523720957704	460.1592078533117	505.4476441512669	548.8752279657641
19020.0	414.70783920767303	460.16636208072424	505.46240093534215	548.9015184368442
19080.0	414.7103910567858	460.1733789713153	505.4768786758153	548.9273244785804
19140.0	414.71289372429345	460.180261144112	505.4910826056948	548.9526548117789
19200.0	414.7153481565695	460.1870112161512	505.50501786264033	548.9775180068353
19260.0	414.7177553095099	460.19363170915324	505.5186894788326	549.0019224873323
19320.0	414.7201161002439	460.20012513913866	505.53210239973106	549.0258765268866
19380.0	414.72243141591997	460.20649392985507	505.54526148506005	549.0493882587369
19440.0	414.7247021481324	460.2127405048604	505.55817150146896	549.0724656723035
19500.0	414.72692918006504	460.21886718897315	505.5708371182426	549.0951166193004
19560.0	414.7291133364927	460.22487632130816	505.58326292681846	549.1173488141411
19620.0	414.7312554502698	460.2307701333456	505.5954534438766	549.1391698360706
19680.0	414.73335635990327	460.2365508689115	505.6074130777268	549.1605871316785
19740.0	414.73541685203674	460.2422206864065	505.6191461701139	549.1816080195384
19800.0	414.7374377017228	460.247781728432	505.63065699256794	549.2022396862757
19860.0	414.7394196780753	460.2532360895713	505.64194971031725	549.2224891966932
19920.0	414.7413635635866	460.2585858077597	505.65302843399536	549.2423634885039
19980.0	414.7432700704225	460.263832924091	505.66389719285934	549.2618693777194
20040.0	414.74513992034554	460.2689793825383	505.6745599266975	549.2810135634893
20100.0	414.7469738237446	460.2740271367492	505.6850205338278	549.2998026240451
20160.0	414.7487725027992	460.2789780825484	505.6952828019828	549.3182430221678
20220.0	414.7505366189562	460.2838340675164	505.70535047683353	549.3363411072827
20280.0	414.7522668357693	460.288596946364	505.715227222683	549.3541031175454
20340.0	414.75396380943056	460.2932684844459	505.72491663233114	549.3715351801898
20400.0	414.75562819515227	460.297850438753	505.73442224811555	549.3886433130626
20460.0	414.7572606306728	460.30234455607814	505.743747518536	549.4054334284963
20520.0	414.75886171417693	460.3067524972852	505.7528958652585	549.4219113339739
20580.0	414.7604320519604	460.31107592522926	505.76187060101955	549.4380827342791
20640.0	414.7619722384111	460.3153164843639	505.77067502750407	549.4539532325265
20700.0	414.76348287240035	460.3194757419423	505.77931233045206	549.469528332716
