#t Tin
0,286.5
59.016393442622878,307.75
118.03278688524576,315.5
177.04918032786901,321
236.06557377049185,325.25
295.08196721311481,328
354.09836065573762,330.25
413.11475409836163,331.75
472.13114754098524,332.75
590.16393442622882,334
708.19672131147604,335
767.21311475409959,335.75
885.24590163934329,336.5
1003.2786885245905,337.25
1180.3278688524576,337.75
1416.3934426229521,338.25
1652.4590163934429,338.25
2124.5901639344283,338.5
2950.8196721311474,338.25
3659.01639344262,338.25
4190.1639344262358,338.25
5134.4262295081917,338.25
7908.1967213114758,338.25
9088.5245901639482,338.25
10859.01639344262,338.25
11036.06557377048,338.25
11154.09836065572,338
11213.114754098377,335.75
11272.131147540995,331.25
11331.147540983617,329.75
11390.163934426237,327.25
11449.180327868855,325
11508.196721311477,322
11567.213114754095,320
11626.229508196715,318.25
11685.245901639337,316.5
11744.262295081955,314.75
11803.278688524577,312.75
11862.295081967197,311.5
11921.311475409853,310.5
11980.327868852472,309.5
12039.344262295092,308.75
12098.360655737713,308
12216.393442622952,307
12334.426229508192,306
12511.475409836052,304.75
12865.573770491808,303.25
13337.704918032803,302.25
13927.868852459005,301.75
14281.96721311476,301.5
14990.163934426235,301.5
16406.557377049186,301.25
17586.885245901627,301.25
18000,301.25
