"Time"	"convect"	"energy"	"energyRef"
10800	0.51488586935651	205633.15259053	30419.152590527
10830	0.49720501443957	205648.23250816	30434.232508158
10860	0.48014723642812	205662.7935006	30448.793500602
10890	0.46370122263632	205676.85647955	30462.85647955
10920	0.44783968602881	205690.43691251	30476.436912514
10950	0.43253970219678	205703.55235311	30489.552353108
10980	0.41778010982941	205716.22325509	30502.223255087
11010	0.40353993900453	205728.4586751	30514.4586751
11040	0.38979965757678	205740.27916867	30526.279168671
11070	0.37654022557611	205751.69542059	30537.695420595
11100	0.36374201325491	205762.72757936	30548.727579362
11130	0.35136693607202	205773.38449809	30559.384498089
11160	0.33946794340595	205783.67869326	30569.678693256
11190	0.32795866376149	205793.62359719	30579.623597192
11220	0.31684351156056	205803.23121757	30589.231217573
11250	0.30612455769129	205812.51569904	30598.515699041
11280	0.29576940021991	205821.4854368	30607.485436798
11310	0.28577062123883	205830.15228589	30616.152285887
11340	0.2761152677847	205838.52398007	30624.523980069
11370	0.2667773049646	205846.61507102	30632.615071024
11400	0.2577732888675	205854.43268195	30640.43268195
11430	0.24908444803761	205861.98586949	30647.985869492
11460	0.24068505010839	205869.28404645	30655.284046453
11490	0.23258298972075	205876.33621859	30662.336218588
11520	0.22474402484435	205883.15108638	30669.151086381
11550	0.21717022461745	205889.73846967	30675.738469671
11580	0.20987953640756	205896.1015739	30682.101573903
11610	0.20281154114463	205902.2517962	30688.251796201
11640	0.19600046405221	205908.19371575	30694.193715752
11670	0.18940296022533	205913.93669449	30699.936694489
11700	0.1830487190197	205919.48653273	30705.486532728
11730	0.17689845056792	205924.84882727	30710.848827269
11760	0.17094906452901	205930.0335506	30716.033550599
11790	0.16521372812121	205935.04283967	30721.042839666
11820	0.1596708333134	205939.88417384	30725.88417384
11850	0.15430882004084	205944.56432016	30730.564320161
11880	0.14913891000994	205949.08500855	30735.085008551
11910	0.14413996779046	205953.45443068	30739.454430684
11940	0.13929827304302	205957.67950624	30743.679506244
11970	0.13462831223125	205961.76252483	30747.762524832
12000	0.1301231971279	205965.70750597	30751.707505967
