#t,Tin
0,296.133
150,298.904
450,301.795
750,304.325
1050,307.217
1200,308.422
1400,310.108
1650,311.916
1800,312.88
2150,314.928
2550,316.614
2850,317.458
3150,318.06
3450,318.663
4000,319.386
4650,319.988
5300,320.711
5800,321.072
6400,321.434
6850,321.434
7350,321.554
8200,321.554
9050,321.554
9650,321.675
9950,321.675
10650,322.036
11200,322.277
11750,322.398
12200,322.398
12650,322.036
13150,321.916
13550,321.554
14150,321.554
14450,321.554
14750,321.554
15100,320.47
15400,319.265
15550,318.181
15850,317.337
16050,316.494
16300,314.928
16400,314.084
16450,313.361
16600,312.277
16650,311.675
16950,309.506
17250,307.217
17400,306.133
17600,305.289
17850,304.205
18200,302.88
18450,302.036
18650,301.554
18850,301.193
19200,300.47
19650,299.867
20350,299.024
21000,298.542
21600,298.181
22200,298.181
22950,298.06
23600,297.94
24250,297.819
25000,297.699
