#t,Tin
0.00000000000000e+000,2.92253731343284e+002
2.25988700564972e+002,2.94791044776119e+002
3.95480225988701e+002,2.95985074626866e+002
6.77966101694915e+002,2.98223880597015e+002
9.03954802259887e+002,2.99567164179104e+002
1.24293785310734e+003,3.01059701492537e+002
1.63841807909605e+003,3.02552238805970e+002
2.03389830508475e+003,3.04194029850746e+002
2.37288135593220e+003,3.05537313432836e+002
2.76836158192090e+003,3.06880597014925e+002
3.05084745762712e+003,3.08074626865672e+002
3.55932203389831e+003,3.10014925373134e+002
3.72881355932203e+003,3.10611940298507e+002
4.23728813559322e+003,3.12253731343284e+002
4.51977401129944e+003,3.13000000000000e+002
5.02824858757062e+003,3.14343283582090e+002
5.42372881355932e+003,3.15089552238806e+002
5.81920903954802e+003,3.15388059701493e+002
6.38418079096045e+003,3.15835820895522e+002
7.23163841807910e+003,3.16432835820896e+002
7.74011299435028e+003,3.16582089552239e+002
7.96610169491525e+003,3.16582089552239e+002
8.07909604519774e+003,3.16582089552239e+002
8.24858757062147e+003,3.16582089552239e+002
8.58757062146893e+003,3.16283582089552e+002
9.09604519774011e+003,3.16134328358209e+002
9.37853107344633e+003,3.15985074626866e+002
9.49152542372881e+003,3.15985074626866e+002
9.60451977401130e+003,3.15985074626866e+002
9.71751412429379e+003,3.15388059701493e+002
9.83050847457627e+003,3.14641791044776e+002
9.88700564971751e+003,3.13746268656716e+002
9.94350282485876e+003,3.13000000000000e+002
1.00000000000000e+004,3.12552238805970e+002
1.01129943502825e+004,3.11656716417910e+002
1.02824858757062e+004,3.10313432835821e+002
1.03954802259887e+004,3.09417910447761e+002
1.04519774011299e+004,3.08671641791045e+002
1.05649717514124e+004,3.07626865671642e+002
1.08474576271186e+004,3.05985074626866e+002
1.10734463276836e+004,3.04791044776119e+002
1.12994350282486e+004,3.03746268656716e+002
1.15819209039548e+004,3.02552238805970e+002
1.19209039548023e+004,3.01059701492537e+002
1.23163841807910e+004,2.99716417910448e+002
1.27683615819209e+004,2.98373134328358e+002
1.32768361581921e+004,2.97179104477612e+002
1.37853107344633e+004,2.96134328358209e+002
1.43502824858757e+004,2.95388059701493e+002
1.48587570621469e+004,2.94791044776119e+002
1.53672316384181e+004,2.94343283582090e+002
1.59322033898305e+004,2.94044776119403e+002
1.63841807909605e+004,2.93895522388060e+002
1.69491525423729e+004,2.93746268656716e+002
1.72881355932203e+004,2.93597014925373e+002
1.77966101694915e+004,2.93447761194030e+002
1.83050847457627e+004,2.93298507462687e+002
1.90395480225989e+004,2.93298507462687e+002
1.97740112994350e+004,2.93149253731343e+002
2.02259887005650e+004,2.93149253731343e+002
2.05649717514124e+004,2.93149253731343e+002
